date;price;dix;gex
29/04/2013;1593609985;3,80111E+14;1,85656E+13
30/04/2013;1597569946;3,8463E+15;2,13509E+13
01/05/2013;1582699951;3,80459E+15;1,68778E+13
02/05/2013;1597589966;3,99661E+15;2,28925E+13
03/05/2013;1614420044;3,82531E+16;2,45369E+13
06/05/2013;16175;4,02812E+15;2,75664E+13
07/05/2013;1625959961;3,98132E+15;2,91077E+13
08/05/2013;1632689941;3,95806E+16;3,21102E+13
09/05/2013;1626670044;4,08071E+14;2,56389E+13
10/05/2013;1633699951;4,06451E+16;2,62073E+13
13/05/2013;163377002;4,06054E+14;2,74831E+13
14/05/2013;1650339966;3,83586E+15;2,87943E+13
15/05/2013;1658780029;3,68617E+15;2,73614E+13
16/05/2013;1650469971;3,97763E+16;2,74667E+13
17/05/2013;1667469971;3,95276E+15;3,97004E+13
20/05/2013;1666290039;3,93909E+16;2,13704E+13
21/05/2013;1669160034;3,88424E+16;2,11675E+13
22/05/2013;1655349976;4,08876E+16;1,80634E+13
23/05/2013;165051001;4,11155E+15;1,66675E+13
24/05/2013;1649599976;4,1817E+15;1,74941E+13
28/05/2013;1660060059;4,0566E+15;1,95444E+13
29/05/2013;1648359985;4,20452E+15;1,73627E+13
30/05/2013;1654410034;4,26907E+16;2,04516E+13
31/05/2013;163073999;4,22519E+16;1,41901E+13
03/06/2013;1640420044;4,12657E+16;1,64795E+13
04/06/2013;1631380005;4,39063E+16;1,48763E+13
05/06/2013;1608900024;4,33239E+16;8,93998E+12
06/06/2013;1622560059;4,28611E+15;1,05572E+13
07/06/2013;1643380005;4,17191E+16;1,72601E+13
10/06/2013;1642810059;4,17006E+16;1,69245E+13
11/06/2013;1626130005;4,22938E+16;1,20328E+13
12/06/2013;161252002;4,29578E+15;7,0789E+12
13/06/2013;1636359985;4,2316E+15;1,47745E+13
14/06/2013;162672998;4,31184E+15;1,15578E+13
17/06/2013;1639040039;3,95962E+13;1,57419E+13
18/06/2013;1651810059;4,22241E+15;1,94778E+13
19/06/2013;1628930054;4,54881E+15;1,13876E+13
20/06/2013;1588189941;4,68162E+16;-2,79176E+12
21/06/2013;1592430054;4,40914E+16;-5,48825E+11
24/06/2013;1573089966;3,89949E+15;7,62339E+11
25/06/2013;1588030029;4,04327E+16;3,89026E+12
26/06/2013;160326001;4,17489E+15;6,87598E+12
27/06/2013;1613199951;4,22762E+16;8,99621E+12
28/06/2013;1606280029;3,9837E+15;8,11382E+12
01/07/2013;1614959961;3,98039E+15;1,15513E+13
02/07/2013;1614079956;4,26264E+15;1,28423E+13
03/07/2013;1615410034;3,88394E+16;1,35473E+13
05/07/2013;1631890015;4,22657E+16;1,48567E+13
08/07/2013;1640459961;4,11378E+15;1,65323E+13
09/07/2013;1652319946;3,99287E+15;2,14051E+13
10/07/2013;1652619995;4,22499E+16;2,1217E+13
11/07/2013;167502002;4,00345E+15;2,98861E+13
12/07/2013;1680189941;4,06725E+16;2,59807E+13
15/07/2013;16825;3,891E+15;2,71301E+13
16/07/2013;167626001;3,92957E+15;2,63484E+13
17/07/2013;1680910034;4,05943E+16;2,78798E+13
18/07/2013;1689369995;3,95381E+16;3,04679E+13
19/07/2013;1692089966;4,08126E+16;2,85709E+13
22/07/2013;1695530029;4,0227E+15;1,92038E+13
23/07/2013;1692390015;3,83448E+16;1,83245E+13
24/07/2013;1685939941;4,05335E+16;2,04612E+13
25/07/2013;169025;3,89339E+16;2,17053E+13
26/07/2013;1691650024;4,08254E+16;2,14989E+13
29/07/2013;1685329956;4,14334E+15;2,13031E+13
30/07/2013;1685959961;4,00847E+15;2,24042E+13
31/07/2013;168572998;4,01067E+16;2,15209E+13
01/08/2013;1706869995;3,96481E+15;2,96083E+13
02/08/2013;1709670044;4,06785E+14;2,77603E+13
05/08/2013;1707140015;4,21548E+15;2,84649E+13
06/08/2013;1697369995;4,21424E+15;2,63151E+13
07/08/2013;1690910034;4,17692E+15;2,34635E+13
08/08/2013;169747998;4,05643E+16;2,24562E+13
09/08/2013;1691420044;4,12347E+15;2,13679E+13
12/08/2013;1689469971;4,13042E+16;2,40174E+13
13/08/2013;1694160034;4,36397E+15;2,71154E+13
14/08/2013;1685390015;4,46253E+15;2,44502E+13
15/08/2013;1661319946;4,449E+16;1,66948E+13
16/08/2013;1655829956;4,43468E+15;2,33884E+13
19/08/2013;1646060059;4,31693E+15;1,37965E+13
20/08/2013;1652349976;4,2055E+15;1,34594E+13
21/08/2013;1642800049;4,52575E+15;1,1748E+13
22/08/2013;1656959961;4,03793E+15;1,66273E+13
23/08/2013;16635;4,40462E+16;1,70923E+13
26/08/2013;1656780029;4,11763E+15;1,6056E+13
27/08/2013;163047998;4,34131E+15;7,91502E+12
28/08/2013;1634959961;4,09053E+15;9,51028E+12
29/08/2013;1638170044;4,54437E+15;9,71156E+12
30/08/2013;1632969971;4,7233E+16;1,00131E+13
03/09/2013;163977002;4,47017E+15;1,1831E+13
04/09/2013;1653079956;4,17624E+16;1,77631E+13
05/09/2013;1655079956;4,2455E+16;1,78287E+13
06/09/2013;1655170044;4,21621E+15;1,65346E+13
09/09/2013;1671709961;3,91557E+15;2,27465E+13
10/09/2013;168398999;3,98334E+16;2,57659E+13
11/09/2013;1689130005;3,99407E+16;2,34643E+13
12/09/2013;1683420044;4,10145E+16;2,18137E+13
13/09/2013;168798999;4,0825E+16;2,20551E+13
16/09/2013;1697599976;3,83937E+15;2,38611E+13
17/09/2013;170476001;4,06313E+13;2,68424E+13
18/09/2013;172552002;4,10992E+15;3,62767E+13
19/09/2013;1722339966;4,06221E+16;3,80589E+13
20/09/2013;1709910034;4,32773E+15;2,5363E+13
23/09/2013;1701839966;4,11562E+16;2,11465E+13
24/09/2013;1697420044;4,24947E+15;2,03846E+13
25/09/2013;169277002;4,08926E+15;1,68499E+13
26/09/2013;1698670044;4,01254E+16;2,10162E+13
27/09/2013;169175;4,23958E+15;1,76695E+13
30/09/2013;1681550049;4,43371E+16;1,46021E+13
01/10/2013;16950;4,30852E+14;2,03587E+13
02/10/2013;1693869995;4,30643E+14;2,19352E+13
03/10/2013;1678660034;4,48045E+16;1,51536E+13
04/10/2013;16905;4,09511E+15;1,83969E+13
07/10/2013;1676119995;4,25328E+16;1,57661E+13
08/10/2013;1655449951;4,25965E+15;7,62661E+12
09/10/2013;1656400024;4,23214E+15;8,3479E+12
10/10/2013;1692560059;4,21183E+15;2,2305E+13
11/10/2013;1703199951;4,26665E+16;2,45644E+13
14/10/2013;1710140015;4,18107E+16;2,78352E+13
15/10/2013;1698060059;4,30754E+16;2,51913E+13
16/10/2013;1721540039;3,96052E+16;3,5585E+13
17/10/2013;1733150024;4,20039E+15;4,02983E+13
18/10/2013;17445;4,24057E+15;4,2876E+13
21/10/2013;1744660034;4,12008E+15;2,80846E+13
22/10/2013;1754670044;3,92492E+15;2,98292E+13
23/10/2013;1746380005;4,20586E+14;2,78605E+13
24/10/2013;1752069946;3,85372E+15;3,25563E+13
25/10/2013;175977002;3,99745E+16;2,86936E+13
28/10/2013;1762109985;4,01926E+16;3,05909E+13
29/10/2013;1771949951;4,0636E+15;3,28599E+13
30/10/2013;1763310059;4,15524E+15;3,25683E+13
31/10/2013;1756540039;4,29896E+15;2,95116E+13
01/11/2013;1761640015;4,3059E+16;2,90637E+13
04/11/2013;1767930054;4,11233E+15;3,29326E+13
05/11/2013;1762969971;4,46062E+16;3,26532E+13
06/11/2013;177048999;4,24634E+16;3,08095E+13
07/11/2013;1747150024;4,3452E+15;1,90331E+13
08/11/2013;1770609985;4,31595E+16;3,11151E+13
11/11/2013;1771890015;4,3895E+15;3,36455E+13
12/11/2013;1767689941;4,36025E+16;3,368E+13
13/11/2013;17820;4,19537E+16;4,06762E+13
14/11/2013;1790619995;4,07755E+15;4,79481E+13
15/11/2013;1798180054;4,2241E+16;8,99265E+13
18/11/2013;1791530029;4,08629E+16;2,83557E+13
19/11/2013;1787869995;4,19945E+16;2,76721E+13
20/11/2013;1781369995;4,21092E+16;2,48639E+13
21/11/2013;1795849976;4,00147E+15;3,35612E+13
22/11/2013;180476001;4,07609E+16;3,14539E+13
25/11/2013;180247998;4,08742E+15;3,29217E+13
26/11/2013;180275;4,15059E+15;3,61798E+13
27/11/2013;180722998;4,19096E+15;3,98775E+13
29/11/2013;1805810059;4,26886E+15;3,44461E+13
02/12/2013;1800900024;4,28374E+15;3,2784E+13
03/12/2013;1795150024;4,20989E+16;3,2863E+13
04/12/2013;1792810059;4,18822E+15;3,19386E+13
05/12/2013;1785030029;4,41306E+16;3,07357E+13
06/12/2013;1805089966;4,17096E+15;3,29755E+13
09/12/2013;1808369995;3,88848E+16;3,57239E+13
10/12/2013;1802619995;3,98717E+15;3,42167E+13
11/12/2013;1782219971;4,08033E+15;2,5369E+13
12/12/2013;17755;4,10604E+15;2,13473E+13
13/12/2013;1775319946;3,94282E+15;2,36411E+13
16/12/2013;1786540039;3,87877E+15;2,87463E+13
17/12/2013;17810;4,01374E+14;2,63499E+13
18/12/2013;1810650024;4,0164E+16;3,68788E+13
19/12/2013;1809599976;4,08457E+15;3,72468E+13
20/12/2013;1818319946;4,15456E+16;3,81104E+13
23/12/2013;182798999;3,95686E+15;3,70426E+13
24/12/2013;1833319946;3,96379E+16;3,7992E+13
26/12/2013;184202002;3,97998E+15;4,19622E+13
27/12/2013;1841400024;4,16254E+15;3,54584E+13
30/12/2013;1841069946;4,06697E+15;3,45643E+13
31/12/2013;1848359985;4,06297E+15;3,97957E+13
02/01/2014;183197998;4,11626E+15;3,2336E+13
03/01/2014;1831369995;4,11462E+15;3,15603E+13
06/01/2014;182677002;3,99217E+16;3,07398E+13
07/01/2014;1837880005;3,9053E+15;3,5582E+13
08/01/2014;183748999;3,8608E+15;3,49571E+13
09/01/2014;1838130005;4,04745E+16;3,19776E+13
10/01/2014;1842369995;3,97266E+15;3,34908E+13
13/01/2014;1819199951;4,12152E+16;2,57116E+13
14/01/2014;1838880005;3,93537E+14;3,68028E+13
15/01/2014;1848380005;3,86071E+16;4,67052E+13
16/01/2014;1845890015;4,07258E+16;4,45565E+13
17/01/2014;1838699951;4,26788E+15;6,6594E+13
21/01/2014;1843800049;3,69255E+15;1,86299E+13
22/01/2014;1844859985;4,00515E+15;2,02228E+13
23/01/2014;1828459961;4,00968E+16;1,94877E+13
24/01/2014;1790290039;4,10183E+14;8,48505E+12
27/01/2014;1781560059;3,77789E+15;7,23387E+12
28/01/2014;17925;3,90696E+16;5,66026E+12
29/01/2014;1774199951;4,17754E+15;5,17098E+11
30/01/2014;1794189941;3,7662E+16;7,48439E+12
31/01/2014;1782589966;4,07178E+15;6,52138E+12
03/02/2014;1741890015;4,30097E+16;5,28376E+11
04/02/2014;1755199951;4,02793E+16;5,944E+12
05/02/2014;1751640015;3,96992E+16;6,43492E+12
06/02/2014;1773430054;3,91452E+16;1,02519E+13
07/02/2014;179702002;4,08045E+16;1,53917E+13
10/02/2014;1799839966;4,05557E+15;1,87384E+13
11/02/2014;181975;3,89227E+16;2,60822E+13
12/02/2014;181926001;4,18907E+15;2,51253E+13
13/02/2014;1829829956;3,93442E+15;3,28015E+13
14/02/2014;1838630005;3,96713E+15;2,89721E+13
18/02/2014;184076001;4,09099E+16;3,05059E+13
19/02/2014;182875;4,21331E+15;2,27226E+13
20/02/2014;1839780029;3,9377E+14;2,56634E+13
21/02/2014;183625;4,15673E+16;4,89327E+13
24/02/2014;1847609985;3,88094E+16;2,00241E+13
25/02/2014;1845119995;4,02801E+15;1,91611E+13
26/02/2014;1845160034;4,07613E+15;1,83603E+13
27/02/2014;1854290039;3,98701E+15;2,71276E+13
28/02/2014;1859449951;4,11559E+16;2,32367E+13
03/03/2014;184572998;4,32351E+14;2,00328E+13
04/03/2014;1873910034;3,9917E+16;3,17369E+13
05/03/2014;1873810059;4,10747E+16;3,27199E+13
06/03/2014;1877030029;4,10708E+15;3,27472E+13
07/03/2014;1878040039;4,16443E+15;2,85031E+13
10/03/2014;1877170044;4,19936E+16;2,87482E+13
11/03/2014;1867630005;4,18294E+15;2,73618E+13
12/03/2014;1868199951;4,0185E+14;2,7871E+13
13/03/2014;1846339966;4,22459E+16;1,33695E+13
14/03/2014;1841130005;3,94081E+15;1,39176E+13
17/03/2014;1858829956;4,00936E+15;2,1167E+13
18/03/2014;187225;3,97202E+15;2,95583E+13
19/03/2014;186077002;4,4347E+16;2,41595E+13
20/03/2014;187201001;4,20562E+16;2,9076E+13
21/03/2014;186652002;4,20882E+16;3,50067E+13
24/03/2014;1857439941;4,05005E+16;1,98696E+13
25/03/2014;1865619995;4,01021E+16;2,40759E+13
26/03/2014;1852560059;3,88621E+15;1,75426E+13
27/03/2014;1849040039;3,86547E+16;1,52624E+13
28/03/2014;1857619995;3,9914E+15;1,96219E+13
31/03/2014;1872339966;4,03332E+15;2,32862E+13
01/04/2014;188552002;3,77561E+15;3,08101E+13
02/04/2014;1890900024;3,93701E+15;3,40179E+13
03/04/2014;188877002;3,98268E+15;2,94071E+13
04/04/2014;1865089966;3,93144E+16;2,0136E+13
07/04/2014;1845040039;3,77137E+16;1,358E+13
08/04/2014;1851959961;3,68941E+15;1,66123E+13
09/04/2014;1872180054;3,78247E+16;2,7388E+13
10/04/2014;1833079956;4,17789E+16;9,6631E+12
11/04/2014;1815689941;3,93055E+14;7,38014E+12
14/04/2014;1830609985;4,03438E+16;1,40456E+13
15/04/2014;184297998;4,08854E+15;1,78346E+13
16/04/2014;1862310059;4,06396E+15;2,88512E+13
17/04/2014;1864849976;4,31651E+16;2,71842E+13
21/04/2014;1871890015;4,03986E+16;2,13402E+13
22/04/2014;1879550049;4,00956E+16;2,4349E+13
23/04/2014;1875390015;4,03179E+15;2,16734E+13
24/04/2014;1878609985;3,71125E+16;2,97094E+13
25/04/2014;1863400024;4,05602E+15;2,20631E+13
28/04/2014;1869430054;3,81054E+15;2,43606E+13
29/04/2014;1878329956;3,72979E+16;2,98998E+13
30/04/2014;1883949951;4,03252E+15;3,14418E+13
01/05/2014;1883680054;4,15292E+15;3,08815E+13
02/05/2014;1881140015;4,26635E+16;2,84716E+13
05/05/2014;1884660034;3,96784E+16;3,07258E+13
06/05/2014;1867719971;4,10473E+15;2,52111E+13
07/05/2014;1878209961;4,0438E+15;2,67368E+13
08/05/2014;1875630005;4,12564E+15;2,12071E+13
09/05/2014;187847998;3,92498E+15;2,35604E+13
12/05/2014;1896650024;3,88428E+16;3,35584E+13
13/05/2014;1897449951;3,84958E+15;3,51907E+13
14/05/2014;1888530029;4,09828E+15;3,05854E+13
15/05/2014;1870849976;4,2325E+16;1,77977E+13
16/05/2014;1877859985;4,00566E+15;4,12695E+13
19/05/2014;1885079956;3,98586E+16;2,50903E+13
20/05/2014;1872829956;4,33377E+14;2,21423E+13
21/05/2014;1888030029;4,02056E+16;3,0852E+13
22/05/2014;189248999;4,02673E+15;3,40168E+13
23/05/2014;1900530029;4,04528E+15;3,03819E+13
27/05/2014;1911910034;3,8075E+14;3,59669E+13
28/05/2014;1909780029;3,87002E+15;3,59087E+13
29/05/2014;1920030029;3,89201E+15;4,30714E+13
30/05/2014;1923569946;4,05881E+15;3,51914E+13
02/06/2014;1924969971;4,03648E+15;3,56254E+13
03/06/2014;192423999;4,09582E+16;3,88247E+13
04/06/2014;1927880005;3,9346E+16;4,13582E+13
05/06/2014;1940459961;3,83983E+15;4,78351E+13
06/06/2014;1949439941;3,92023E+16;4,1459E+13
09/06/2014;195127002;3,98294E+16;3,21765E+13
10/06/2014;1950790039;3,86255E+15;4,44769E+13
11/06/2014;1943890015;4,11642E+15;4,1654E+13
12/06/2014;1930109985;3,99892E+16;3,18868E+13
13/06/2014;1936160034;3,99909E+15;3,37841E+13
16/06/2014;1937780029;4,04646E+15;3,58383E+13
17/06/2014;194198999;4,00773E+16;3,76061E+13
18/06/2014;195697998;3,8949E+15;4,73938E+13
19/06/2014;195947998;4,05198E+15;4,76711E+13
20/06/2014;1962869995;3,93901E+15;5,5333E+13
23/06/2014;1962609985;3,92919E+15;3,22365E+13
24/06/2014;194997998;3,84878E+15;2,82988E+13
25/06/2014;1959530029;3,74541E+15;3,31905E+13
26/06/2014;1957219971;3,94993E+15;3,28232E+13
27/06/2014;1960959961;3,93935E+16;3,17155E+13
30/06/2014;196022998;3,89391E+16;3,22103E+13
01/07/2014;1973319946;3,82699E+15;4,12099E+13
02/07/2014;1974619995;3,72063E+16;4,12609E+13
03/07/2014;1985439941;3,64143E+16;4,01294E+13
07/07/2014;1977650024;3,87949E+16;3,98979E+13
08/07/2014;1963709961;3,7453E+13;3,14393E+13
09/07/2014;1972829956;3,77106E+16;3,74405E+13
10/07/2014;1964680054;3,79831E+16;3,10165E+13
11/07/2014;1967569946;3,9261E+16;3,42598E+13
14/07/2014;1977099976;3,78822E+15;4,09812E+13
15/07/2014;1973280029;3,89664E+16;3,90246E+13
16/07/2014;1981569946;3,84983E+15;4,14824E+13
17/07/2014;1958119995;4,01798E+15;2,67018E+13
18/07/2014;1978219971;4,08957E+16;5,25143E+13
21/07/2014;1973630005;3,95295E+15;2,60601E+13
22/07/2014;1983530029;3,75404E+15;3,10564E+13
23/07/2014;198701001;3,6387E+16;3,62984E+13
24/07/2014;198797998;3,7011E+15;3,6989E+13
25/07/2014;1978339966;3,84126E+15;2,81492E+13
28/07/2014;1978910034;3,67051E+15;3,05242E+13
29/07/2014;1969949951;3,91568E+16;2,82867E+13
30/07/2014;1970069946;3,74182E+15;3,08412E+13
31/07/2014;1930670044;3,89536E+16;1,28749E+13
01/08/2014;1925150024;3,77984E+15;1,46093E+13
04/08/2014;193898999;3,88827E+15;1,92676E+13
05/08/2014;1920209961;4,20462E+14;1,32411E+13
06/08/2014;192023999;3,9713E+16;1,43287E+13
07/08/2014;1909569946;4,16941E+16;1,03676E+13
08/08/2014;1931589966;3,89455E+15;1,79566E+13
11/08/2014;1936920044;4,34053E+15;2,20501E+13
12/08/2014;193375;4,19674E+15;1,98543E+13
13/08/2014;1946719971;3,97596E+16;2,86922E+13
14/08/2014;1955180054;3,9126E+15;3,22181E+13
15/08/2014;1955060059;4,33309E+15;3,38772E+13
18/08/2014;197173999;3,74125E+16;2,89013E+13
19/08/2014;1981599976;3,67713E+15;3,36452E+13
20/08/2014;198651001;3,86949E+16;3,58239E+13
21/08/2014;1992369995;3,91912E+15;3,80081E+13
22/08/2014;1988400024;4,0256E+15;3,2746E+13
25/08/2014;1997920044;3,78064E+15;3,68624E+13
26/08/2014;200002002;3,6228E+16;3,79425E+13
27/08/2014;2000119995;3,82865E+15;3,69124E+13
28/08/2014;199673999;3,69678E+15;3,28739E+13
29/08/2014;2003369995;3,83083E+16;3,56924E+13
02/09/2014;2002280029;3,94892E+15;3,64224E+13
03/09/2014;2000719971;3,74052E+15;3,14987E+13
04/09/2014;1997650024;4,0354E+16;2,94076E+13
05/09/2014;2007709961;3,77857E+15;3,43355E+13
08/09/2014;2001540039;4,0797E+15;3,21396E+13
09/09/2014;1988439941;3,90597E+16;2,45773E+13
10/09/2014;1995689941;3,76001E+15;3,16905E+13
11/09/2014;1997449951;3,98072E+15;3,29273E+13
12/09/2014;1985540039;4,17705E+15;2,62698E+13
15/09/2014;1984130005;3,89824E+15;2,4528E+13
16/09/2014;199897998;3,74042E+16;3,23342E+13
17/09/2014;2001569946;4,16406E+16;3,58161E+13
18/09/2014;2011359985;4,10996E+15;4,36084E+13
19/09/2014;2010400024;4,04161E+16;2,89747E+13
22/09/2014;1994290039;3,71639E+15;2,44723E+13
23/09/2014;198277002;3,81579E+16;2,2404E+13
24/09/2014;1998300049;3,85399E+16;2,88312E+13
25/09/2014;196598999;4,09672E+14;1,03747E+13
26/09/2014;1982849976;3,77809E+16;2,35332E+13
29/09/2014;1977800049;4,03518E+15;2,17729E+13
30/09/2014;1972290039;4,01689E+16;2,17179E+13
01/10/2014;1946160034;4,12983E+16;9,35643E+12
02/10/2014;1946170044;3,85785E+16;1,24771E+13
03/10/2014;1967900024;3,97658E+15;2,14717E+13
06/10/2014;1964819946;4,07406E+15;2,11207E+13
07/10/2014;1935099976;4,25135E+15;8,95363E+12
08/10/2014;1968890015;3,94782E+15;2,51174E+13
09/10/2014;1928209961;4,10798E+16;9,53074E+12
10/10/2014;1906130005;3,81868E+15;6,20254E+12
13/10/2014;187473999;4,01738E+16;-5,42738E+11
14/10/2014;1877699951;3,96898E+15;-3,727E+11
15/10/2014;186248999;3,64921E+15;-3,54604E+12
16/10/2014;186276001;3,97124E+16;-4,86466E+12
17/10/2014;188676001;3,99204E+15;-8,06335E+11
20/10/2014;190401001;4,07932E+16;1,0234E+13
21/10/2014;1941280029;3,85346E+15;2,10353E+13
22/10/2014;1927109985;4,08955E+16;1,7879E+13
23/10/2014;1950819946;4,08436E+15;2,59444E+13
24/10/2014;1964579956;4,01524E+15;2,32799E+13
27/10/2014;1961630005;4,05896E+16;2,38573E+13
28/10/2014;1985050049;3,92943E+15;3,1792E+13
29/10/2014;1982300049;3,83634E+15;3,07466E+13
30/10/2014;1994650024;3,87146E+15;3,37668E+13
31/10/2014;2018050049;3,63808E+15;3,57716E+13
03/11/2014;2017810059;3,89604E+15;3,63014E+13
04/11/2014;2012099976;3,79008E+15;3,27094E+13
05/11/2014;2023569946;3,94725E+16;3,46932E+13
06/11/2014;2031209961;3,78503E+16;3,63288E+13
07/11/2014;2031920044;3,84529E+15;3,53782E+13
10/11/2014;203826001;3,82658E+16;3,86166E+13
11/11/2014;2039680054;3,77888E+16;4,08198E+13
12/11/2014;203825;3,91469E+15;4,30551E+13
13/11/2014;2039329956;4,01996E+15;4,44505E+13
14/11/2014;2039819946;3,92504E+15;4,17314E+13
17/11/2014;2041319946;3,84595E+15;4,23407E+13
18/11/2014;2051800049;3,88906E+16;4,4313E+13
19/11/2014;2048719971;4,08257E+16;4,41899E+13
20/11/2014;205275;3,941E+15;4,80524E+13
21/11/2014;20635;3,97911E+15;5,90055E+13
24/11/2014;2069409912;3,68172E+16;3,6048E+13
25/11/2014;2067030029;3,88519E+15;3,61775E+13
26/11/2014;2072830078;4,0371E+16;3,86888E+13
28/11/2014;2067560059;3,68255E+16;3,35557E+13
01/12/2014;2053439941;3,7538E+16;2,75728E+13
02/12/2014;2066550049;3,92804E+15;3,15935E+13
03/12/2014;2074330078;4,05234E+15;3,3199E+13
04/12/2014;2071919922;3,93392E+15;3,47619E+13
05/12/2014;2075370117;3,76663E+15;3,37639E+13
08/12/2014;2060310059;3,89248E+15;2,82869E+13
09/12/2014;2059820068;3,76547E+14;2,94513E+13
10/12/2014;2026140015;4,14184E+15;1,72142E+13
11/12/2014;2035329956;3,70983E+15;1,97309E+13
12/12/2014;2002329956;4,12041E+16;1,28349E+13
15/12/2014;1989630005;3,71311E+15;9,41479E+12
16/12/2014;197273999;3,69142E+15;3,09244E+12
17/12/2014;2012890015;3,93855E+15;1,67243E+13
18/12/2014;206122998;3,56262E+15;3,71202E+13
19/12/2014;2070649902;3,62593E+15;3,9455E+13
22/12/2014;2078540039;3,53498E+15;3,23192E+13
23/12/2014;2082169922;3,46123E+16;3,38527E+13
24/12/2014;2081879883;3,673E+16;3,27316E+13
26/12/2014;208877002;3,85223E+16;3,24296E+13
29/12/2014;2090570068;3,77913E+15;3,37972E+13
30/12/2014;2080350098;3,93444E+15;3,00618E+13
31/12/2014;2058899902;4,22317E+16;2,25091E+13
02/01/2015;2058199951;3,96344E+16;2,3928E+13
05/01/2015;2020579956;4,39579E+15;1,32264E+13
06/01/2015;2002609985;4,27564E+15;8,54915E+12
07/01/2015;2025900024;4,0887E+15;1,6383E+13
08/01/2015;2062139893;3,8255E+15;3,00337E+13
09/01/2015;2044810059;4,27926E+15;2,19627E+13
12/01/2015;202826001;4,21051E+15;1,71447E+13
13/01/2015;2023030029;4,03435E+14;1,75555E+13
14/01/2015;201127002;4,28629E+15;1,29871E+13
15/01/2015;1992670044;4,38355E+16;4,35398E+12
16/01/2015;2019420044;4,13192E+15;2,3425E+13
20/01/2015;2022550049;4,06133E+15;1,00017E+13
21/01/2015;2032119995;4,17359E+16;1,35801E+13
22/01/2015;2063149902;3,93151E+15;2,31504E+13
23/01/2015;2051820068;3,9848E+15;1,5462E+13
26/01/2015;2057090088;3,94478E+16;1,72424E+13
27/01/2015;2029550049;4,15547E+15;9,45326E+12
28/01/2015;2002160034;3,99433E+16;6,27881E+12
29/01/2015;202125;3,89569E+16;1,31711E+13
30/01/2015;199498999;4,25253E+16;7,51992E+12
02/02/2015;2020849976;4,31074E+15;1,32239E+13
03/02/2015;2050030029;4,01543E+16;2,20166E+13
04/02/2015;204151001;4,1895E+16;1,98647E+13
05/02/2015;206252002;4,01684E+15;2,65118E+13
06/02/2015;2055469971;4,17915E+15;1,96323E+13
09/02/2015;204673999;4,12567E+15;1,84755E+13
10/02/2015;2068590088;3,97392E+16;2,86821E+13
11/02/2015;2068530029;4,21003E+16;2,94587E+13
12/02/2015;208847998;4,05082E+15;3,79775E+13
13/02/2015;209698999;4,00861E+16;3,34875E+13
17/02/2015;2100340088;3,84416E+16;3,58082E+13
18/02/2015;2099679932;4,08603E+15;3,54647E+13
19/02/2015;2097449951;4,30727E+16;3,74394E+13
20/02/2015;2110300049;4,09254E+16;2,55513E+13
23/02/2015;2109659912;3,79816E+16;2,55721E+13
24/02/2015;211547998;3,86856E+15;2,9061E+13
25/02/2015;2113860107;3,93384E+16;3,17453E+13
26/02/2015;211073999;3,92647E+15;3,21357E+13
27/02/2015;21045;3,90965E+15;2,53946E+13
02/03/2015;2117389893;3,93051E+15;3,10113E+13
03/03/2015;2107780029;4,16967E+16;2,88607E+13
04/03/2015;2098530029;4,18046E+15;2,46077E+13
05/03/2015;2101040039;4,06124E+16;2,56565E+13
06/03/2015;207126001;4,37306E+15;1,67427E+13
09/03/2015;2079429932;3,92025E+15;1,90567E+13
10/03/2015;2044160034;4,16049E+15;6,0078E+12
11/03/2015;204023999;4,08282E+15;4,18278E+12
12/03/2015;2065949951;3,94027E+15;1,5476E+13
13/03/2015;2053399902;4,35879E+16;1,15943E+13
16/03/2015;2081189941;3,81458E+16;2,06449E+13
17/03/2015;2074280029;4,13796E+16;1,78828E+13
18/03/2015;20995;4,20741E+16;3,14016E+13
19/03/2015;208927002;4,32581E+15;2,7443E+13
20/03/2015;2108100098;4,07331E+15;2,02851E+13
23/03/2015;2104419922;3,85255E+16;2,07519E+13
24/03/2015;20915;4,04023E+15;1,91257E+13
25/03/2015;2061050049;4,26294E+16;5,90575E+12
26/03/2015;2056149902;4,10964E+16;3,67453E+12
27/03/2015;206102002;3,97105E+15;8,31056E+12
30/03/2015;208623999;3,91228E+15;1,70005E+13
31/03/2015;2067889893;4,12077E+16;9,44429E+12
01/04/2015;2059689941;4,1222E+16;6,18894E+12
02/04/2015;2066959961;3,98479E+14;1,07494E+13
06/04/2015;2080620117;3,9383E+16;1,73557E+13
07/04/2015;2076330078;4,22461E+14;1,68933E+13
08/04/2015;2081899902;4,15447E+15;1,8043E+13
09/04/2015;2091179932;4,03608E+16;2,31498E+13
10/04/2015;2102060059;3,96202E+16;2,37523E+13
13/04/2015;2092429932;4,10255E+15;2,17086E+13
14/04/2015;2095840088;4,21983E+15;2,4221E+13
15/04/2015;2106629883;4,20915E+15;2,97584E+13
16/04/2015;210498999;4,36933E+15;3,05253E+13
17/04/2015;2081179932;4,70028E+16;1,2025E+13
20/04/2015;2100399902;4,05284E+16;1,89483E+13
21/04/2015;2097290039;3,90417E+16;1,81387E+13
22/04/2015;2107959961;4,15414E+16;2,38593E+13
23/04/2015;2112929932;4,21432E+15;2,68349E+13
24/04/2015;2117689941;4,2065E+15;2,41736E+13
27/04/2015;2108919922;3,97305E+16;2,27385E+13
28/04/2015;211476001;3,92426E+16;2,41873E+13
