DATE;OPEN;HIGH;LOW;CLOSE
04/22/2009;37140000;38190000;36010000;38100000
04/23/2009;38100000;38520000;37010000;37150000
04/24/2009;36860000;37530000;36370000;36820000
04/27/2009;39460000;39520000;37970000;38320000
04/28/2009;39430000;39640000;37420000;37950000
04/29/2009;37950000;37950000;35370000;36080000
04/30/2009;36090000;36710000;34500000;36500000
05/01/2009;36500000;36880000;34880000;35300000
05/04/2009;35300000;36240000;34310000;34530000
05/05/2009;34540000;35140000;33360000;33360000
05/06/2009;33360000;33700000;32430000;32450000
05/07/2009;32100000;34560000;31910000;33440000
05/08/2009;32360000;32720000;31190000;32050000
05/11/2009;32050000;34080000;32050000;32870000
05/12/2009;32680000;33290000;31570000;31800000
05/13/2009;32970000;33990000;32560000;33650000
05/14/2009;33650000;33960000;31320000;31370000
05/15/2009;31360000;33610000;30590000;33120000
05/18/2009;32910000;32910000;30000000;30240000
05/19/2009;30230000;30320000;28350000;28800000
05/20/2009;27470000;29160000;26570000;29030000
05/21/2009;29030000;32770000;29030000;31350000
05/22/2009;31360000;32710000;30570000;32630000
05/26/2009;34570000;34570000;30380000;30620000
05/27/2009;30800000;32530000;29620000;32360000
05/28/2009;31540000;33320000;31100000;31670000
05/29/2009;31670000;31670000;28850000;28920000
06/01/2009;28700000;30050000;28450000;30040000
06/02/2009;30040000;30130000;28300000;29630000
06/03/2009;29620000;31790000;29620000;31020000
06/04/2009;31020000;31020000;29920000;30180000
06/05/2009;29390000;30810000;28850000;29620000
06/08/2009;30840000;31820000;29330000;29770000
06/09/2009;29770000;29770000;27790000;28270000
06/10/2009;26900000;29740000;26900000;28460000
06/11/2009;27360000;28110000;26810000;28110000
06/12/2009;28080000;28500000;27730000;28150000
06/15/2009;29700000;31090000;29640000;30810000
06/16/2009;30810000;32750000;30070000;32680000
06/17/2009;31190000;32770000;30640000;31540000
06/18/2009;31540000;31540000;29600000;30030000
06/19/2009;29160000;29320000;27560000;27990000
06/22/2009;30400000;32050000;30300000;31170000
06/23/2009;31300000;31540000;30190000;30580000
06/24/2009;30580000;30580000;28790000;29050000
06/25/2009;29450000;29560000;26300000;26360000
06/26/2009;27090000;27220000;25760000;25930000
06/29/2009;25930000;27180000;25290000;25350000
06/30/2009;25360000;27380000;25020000;26350000
07/01/2009;25730000;26310000;24800000;26220000
07/02/2009;26220000;28620000;26220000;27950000
07/06/2009;30320000;30600000;28990000;29000000
07/07/2009;29000000;30940000;28900000;30850000
07/08/2009;30850000;33050000;30430000;31300000
07/09/2009;30230000;30490000;29280000;29780000
07/10/2009;29780000;30340000;28820000;29020000
07/13/2009;28360000;29240000;25420000;26310000
07/14/2009;26310000;26840000;24990000;25020000
07/15/2009;25050000;26060000;23830000;25890000
07/16/2009;25960000;26180000;24510000;25420000
07/17/2009;25420000;25550000;23880000;24340000
07/20/2009;25060000;25420000;24260000;24400000
07/21/2009;24280000;25140000;23810000;23870000
07/22/2009;24050000;24140000;23240000;23470000
07/23/2009;23710000;24050000;23210000;23430000
07/24/2009;23870000;23870000;23000000;23090000
07/27/2009;24060000;24860000;24020000;24280000
07/28/2009;24280000;25610000;24280000;25010000
07/29/2009;25470000;26180000;25410000;25610000
07/30/2009;25400000;25760000;24850000;25400000
07/31/2009;25400000;26220000;24930000;25920000
08/03/2009;25920000;26490000;25560000;25560000
08/04/2009;25550000;26160000;24890000;24890000
08/05/2009;24910000;25850000;24860000;24900000
08/06/2009;24900000;26150000;24470000;25670000
08/07/2009;24710000;24950000;23980000;24760000
08/10/2009;24760000;25820000;24760000;24990000
08/11/2009;24980000;26980000;24980000;25990000
08/12/2009;25990000;26500000;25110000;25450000
08/13/2009;25340000;26150000;24710000;24710000
08/14/2009;24770000;25940000;24260000;24270000
08/17/2009;24270000;28390000;24270000;27890000
08/18/2009;27890000;27890000;26080000;26180000
08/19/2009;28080000;28140000;26140000;26260000
08/20/2009;26450000;26450000;24750000;25090000
08/21/2009;24490000;25060000;23910000;25010000
08/24/2009;25010000;25700000;25010000;25140000
08/25/2009;25130000;25130000;23680000;24920000
08/26/2009;24910000;25560000;24690000;24950000
08/27/2009;25130000;25890000;24430000;24680000
08/28/2009;24440000;25500000;24280000;24760000
08/31/2009;24760000;27010000;24760000;26010000
09/01/2009;26010000;29230000;26000000;29150000
09/02/2009;29140000;29570000;28410000;28900000
09/03/2009;28900000;28900000;26980000;27100000
09/04/2009;26980000;26980000;24860000;25260000
09/08/2009;25260000;26150000;25260000;25620000
09/09/2009;25660000;25930000;24230000;24320000
09/10/2009;24400000;24760000;22820000;23550000
09/11/2009;23490000;24330000;22480000;24150000
09/14/2009;25390000;25390000;23320000;23860000
09/15/2009;23900000;24270000;23070000;23420000
09/16/2009;23290000;23920000;22780000;23690000
09/17/2009;23990000;24070000;22790000;23650000
09/18/2009;23650000;24430000;23140000;23920000
09/21/2009;25340000;25510000;23710000;24060000
09/22/2009;23810000;23980000;23060000;23080000
09/23/2009;22900000;23690000;22190000;23490000
09/24/2009;23670000;25370000;23440000;24950000
09/25/2009;25180000;26340000;24810000;25610000
09/28/2009;26260000;26400000;24850000;24880000
09/29/2009;24880000;25280000;24540000;25190000
09/30/2009;25190000;26450000;24760000;25610000
10/01/2009;25980000;28420000;25980000;28270000
10/02/2009;29340000;29560000;27980000;28680000
10/05/2009;29340000;29340000;26570000;26840000
10/06/2009;26390000;26410000;25190000;25700000
10/07/2009;25780000;25820000;24570000;24680000
10/08/2009;24680000;24690000;23900000;24180000
10/09/2009;24390000;24540000;22990000;23120000
10/12/2009;23120000;23530000;22670000;23010000
10/13/2009;23000000;24070000;22740000;22990000
10/14/2009;22080000;22890000;21550000;22860000
10/15/2009;23510000;23530000;21490000;21720000
10/16/2009;21720000;22600000;20980000;21430000
10/19/2009;21410000;22460000;20910000;21490000
10/20/2009;21550000;21760000;20900000;20900000
10/21/2009;20900000;22480000;20100000;22220000
10/22/2009;22220000;22770000;20330000;20690000
10/23/2009;20700000;22590000;20340000;22270000
10/26/2009;23060000;24860000;21890000;24310000
10/27/2009;24380000;25220000;24030000;24830000
10/28/2009;24830000;27940000;24830000;27910000
10/29/2009;27160000;27190000;24680000;24760000
10/30/2009;24760000;31590000;24760000;30690000
11/02/2009;30700000;31840000;28070000;29780000
11/03/2009;30620000;30800000;28770000;28810000
11/04/2009;28810000;28810000;26610000;27720000
11/05/2009;27280000;27390000;25410000;25430000
11/06/2009;26170000;26170000;24060000;24190000
11/09/2009;24190000;24240000;22780000;23150000
11/10/2009;23150000;23530000;22780000;22840000
11/11/2009;22840000;23680000;21610000;23040000
11/12/2009;23040000;24610000;22910000;24240000
11/13/2009;24250000;24430000;23220000;23360000
11/16/2009;23360000;23420000;22020000;22890000
11/17/2009;22810000;23330000;22270000;22410000
11/18/2009;22350000;22650000;21630000;21630000
11/19/2009;21630000;24200000;21630000;22630000
11/20/2009;23450000;23450000;22140000;22190000
11/23/2009;21980000;21980000;20900000;21160000
11/24/2009;21280000;21870000;20350000;20470000
11/25/2009;20230000;20570000;20050000;20480000
11/27/2009;25750000;25930000;23120000;24850000
11/30/2009;24950000;25570000;24190000;24510000
12/01/2009;24510000;24510000;21880000;21920000
12/02/2009;21890000;22190000;21010000;21120000
12/03/2009;21150000;22500000;20610000;22460000
12/04/2009;21180000;22760000;20620000;21250000
12/07/2009;22320000;22460000;21600000;22100000
12/08/2009;23280000;23970000;22840000;23690000
12/09/2009;23210000;24200000;22540000;22660000
12/10/2009;22660000;22660000;21770000;22320000
12/11/2009;21450000;22310000;21390000;21590000
12/14/2009;21590000;21590000;20570000;21150000
12/15/2009;21090000;21870000;20910000;21490000
12/16/2009;21500000;21500000;20460000;20540000
12/17/2009;21890000;22860000;21400000;22510000
12/18/2009;21840000;23020000;21680000;21680000
12/21/2009;21460000;21510000;20280000;20490000
12/22/2009;20390000;20400000;19540000;19540000
12/23/2009;19540000;19970000;19350000;19710000
12/24/2009;19670000;19670000;19250000;19470000
12/28/2009;20290000;20530000;19900000;19930000
12/29/2009;19870000;20120000;19620000;20010000
12/30/2009;20360000;20440000;19930000;19960000
12/31/2009;19960000;21830000;19890000;21680000
01/04/2010;21680000;21680000;20030000;20040000
01/05/2010;20050000;20130000;19340000;19350000
01/06/2010;19590000;19680000;18770000;19160000
01/07/2010;19680000;19710000;18700000;19060000
01/08/2010;19270000;19270000;18110000;18130000
01/11/2010;16930000;17740000;16860000;17550000
01/12/2010;17950000;19460000;17950000;18250000
01/13/2010;17940000;18720000;17560000;17850000
01/14/2010;18160000;18270000;17380000;17630000
01/15/2010;17630000;19020000;17630000;17910000
01/19/2010;18630000;18850000;17330000;17580000
01/20/2010;18510000;19690000;18440000;18680000
01/21/2010;18590000;22300000;18270000;22270000
01/22/2010;22270000;28010000;22270000;27310000
01/25/2010;27320000;27320000;24610000;25410000
01/26/2010;26030000;26220000;22770000;24550000
01/27/2010;24810000;25690000;23140000;23140000
01/28/2010;22790000;25300000;22690000;23730000
01/29/2010;23730000;25030000;22110000;24620000
02/01/2010;24330000;24330000;22580000;22590000
02/02/2010;22590000;22990000;21080000;21480000
02/03/2010;22110000;22110000;21330000;21600000
02/04/2010;22630000;26320000;22630000;26080000
02/05/2010;25690000;29220000;25370000;26110000
02/08/2010;26110000;27110000;25480000;26510000
02/09/2010;26510000;26560000;24780000;26000000
02/10/2010;26360000;26770000;24800000;25400000
02/11/2010;25820000;26110000;23870000;23960000
02/12/2010;23960000;25540000;22730000;22730000
02/16/2010;23510000;23570000;22130000;22250000
02/17/2010;22250000;22600000;21700000;21720000
02/18/2010;21720000;22210000;20600000;20630000
02/19/2010;21070000;21140000;19710000;20020000
02/22/2010;20160000;21000000;19590000;19940000
02/23/2010;20390000;21940000;20060000;21370000
02/24/2010;21230000;21580000;20220000;20270000
02/25/2010;22030000;22680000;20060000;20100000
02/26/2010;19880000;20530000;19320000;19500000
03/01/2010;19930000;19940000;19180000;19260000
03/02/2010;18830000;19360000;18600000;19060000
03/03/2010;18950000;19300000;18420000;18830000
03/04/2010;18860000;19270000;18580000;18720000
03/05/2010;18060000;18150000;17230000;17420000
03/08/2010;17950000;17960000;17560000;17790000
03/09/2010;18180000;18190000;17510000;17920000
03/10/2010;18000000;18600000;17430000;18570000
03/11/2010;18900000;19340000;18060000;18060000
03/12/2010;17970000;18530000;17580000;17580000
03/15/2010;18280000;18780000;17960000;18000000
03/16/2010;17780000;18010000;17420000;17690000
03/17/2010;16970000;17170000;16520000;16910000
03/18/2010;16960000;16990000;16310000;16620000
03/19/2010;16170000;17570000;16170000;16970000
03/22/2010;18300000;18340000;16770000;16870000
03/23/2010;16840000;17090000;16210000;16350000
03/24/2010;16850000;17920000;16830000;17550000
03/25/2010;17070000;18540000;16620000;18400000
03/26/2010;18270000;18690000;17350000;17770000
03/29/2010;18170000;18280000;17570000;17590000
03/30/2010;17640000;18080000;17130000;17130000
03/31/2010;17660000;17920000;17290000;17590000
04/01/2010;17010000;18090000;16790000;17470000
04/05/2010;17960000;18160000;17020000;17020000
04/06/2010;17390000;17540000;16080000;16230000
04/07/2010;16720000;17210000;16160000;16620000
04/08/2010;17210000;17800000;16300000;16480000
04/09/2010;16320000;16650000;16060000;16140000
04/12/2010;15670000;16000000;15230000;15580000
04/13/2010;15980000;16770000;15810000;16200000
04/14/2010;15800000;16380000;15550000;15590000
04/15/2010;15870000;16500000;15680000;15890000
04/16/2010;16190000;19700000;16110000;18360000
04/19/2010;19140000;19550000;17340000;17340000
04/20/2010;16840000;16890000;15730000;15730000
04/21/2010;15940000;16850000;15500000;16320000
04/22/2010;17480000;18190000;16200000;16470000
04/23/2010;16620000;16710000;16120000;16620000
04/26/2010;17520000;17530000;17070000;17470000
04/27/2010;18130000;23200000;17940000;22810000
04/28/2010;22080000;23030000;20860000;21080000
04/29/2010;20370000;20370000;18440000;18440000
04/30/2010;18750000;22390000;18410000;22050000
05/03/2010;22410000;22410000;19610000;20190000
05/04/2010;22460000;25700000;22460000;23840000
05/05/2010;25960000;27230000;23750000;24910000
05/06/2010;25880000;40710000;24430000;32800000
05/07/2010;32760000;42150000;31710000;40950000
05/10/2010;28650000;30890000;25680000;28840000
05/11/2010;31040000;31040000;25860000;28320000
05/12/2010;26560000;26670000;24980000;25520000
05/13/2010;26170000;26850000;24300000;26680000
05/14/2010;28400000;33240000;28400000;31240000
05/17/2010;31330000;35250000;30760000;30840000
05/18/2010;28670000;34170000;28090000;33550000
05/19/2010;34650000;38420000;33070000;35320000
05/20/2010;41790000;46370000;40300000;45790000
05/21/2010;47660000;48200000;38950000;40100000
05/24/2010;41740000;41740000;35570000;38320000
05/25/2010;43150000;43740000;34590000;34610000
05/26/2010;32540000;35020000;24100000;35020000
05/27/2010;30240000;31030000;29540000;29680000
05/28/2010;30230000;33300000;29530000;32070000
06/01/2010;34870000;35680000;31820000;35540000
06/02/2010;34390000;34570000;29940000;30170000
06/03/2010;29650000;31200000;29120000;29460000
06/04/2010;32930000;36120000;31810000;35480000
06/07/2010;35660000;36800000;34430000;36570000
06/08/2010;36530000;37380000;33360000;33700000
06/09/2010;32330000;34120000;30230000;33730000
06/10/2010;31000000;31770000;29690000;30570000
06/11/2010;31790000;31790000;28600000;28790000
06/14/2010;27940000;28720000;26980000;28580000
06/15/2010;27680000;27840000;25680000;25870000
06/16/2010;26720000;26720000;25340000;25920000
06/17/2010;25590000;26640000;25050000;25050000
06/18/2010;24870000;24880000;23300000;23950000
06/21/2010;22900000;25640000;22870000;24880000
06/22/2010;25140000;27050000;24410000;27050000
06/23/2010;26930000;28550000;26540000;26910000
06/24/2010;27610000;30270000;27530000;29740000
06/25/2010;29640000;30410000;28070000;28530000
06/28/2010;29200000;29900000;28470000;29000000
06/29/2010;31220000;35390000;31220000;34130000
06/30/2010;33950000;34630000;31740000;34540000
07/01/2010;34410000;37580000;32720000;32860000
07/02/2010;31710000;31880000;29350000;30120000
07/06/2010;28820000;31150000;27960000;29650000
07/07/2010;29560000;29560000;26840000;26840000
07/08/2010;26500000;27420000;24220000;25710000
07/09/2010;25350000;25670000;24370000;24980000
07/12/2010;24660000;25140000;23530000;24430000
07/13/2010;23290000;24570000;23120000;24560000
07/14/2010;24610000;25800000;24180000;24890000
07/15/2010;25080000;27240000;24740000;25140000
07/16/2010;25770000;28160000;25710000;26250000
07/19/2010;27020000;27300000;25120000;25970000
07/20/2010;27350000;27400000;23790000;23930000
07/21/2010;23610000;26630000;23590000;25640000
07/22/2010;24370000;24850000;23720000;24630000
07/23/2010;24790000;25170000;23320000;23470000
07/26/2010;24370000;24610000;22700000;22730000
07/27/2010;21890000;23570000;21860000;23190000
07/28/2010;23930000;24540000;22240000;24250000
07/29/2010;23400000;25540000;23040000;24130000
07/30/2010;25470000;27320000;23350000;23500000
08/02/2010;23070000;23240000;21740000;22010000
08/03/2010;22440000;23060000;21980000;22630000
08/04/2010;22690000;23690000;22160000;22210000
08/05/2010;23040000;23130000;22070000;22100000
08/06/2010;23340000;23890000;21720000;21740000
08/09/2010;21850000;22870000;21360000;22140000
08/10/2010;23300000;24240000;22170000;22370000
08/11/2010;24960000;26100000;24960000;25390000
08/12/2010;27210000;27210000;25180000;25730000
08/13/2010;26080000;26260000;25450000;26240000
08/16/2010;27410000;28100000;25380000;26100000
08/17/2010;24720000;24890000;23710000;24330000
08/18/2010;24300000;25230000;23400000;24590000
08/19/2010;24480000;26780000;24260000;26440000
08/20/2010;26730000;27000000;25490000;25490000
08/23/2010;25970000;25970000;24620000;25660000
08/24/2010;27910000;28770000;26320000;27460000
08/25/2010;28300000;28920000;26460000;26700000
08/26/2010;26450000;27550000;25860000;27370000
08/27/2010;26500000;28110000;24410000;24450000
08/30/2010;25880000;27210000;25410000;27210000
08/31/2010;27580000;27830000;25930000;26050000
09/01/2010;25130000;25130000;23860000;23890000
09/02/2010;24230000;24310000;23150000;23190000
09/03/2010;21990000;22780000;21240000;21310000
09/07/2010;22770000;23940000;22770000;23800000
09/08/2010;23510000;23560000;22920000;23250000
09/09/2010;22220000;23240000;22140000;22810000
09/10/2010;22640000;22870000;21760000;21990000
09/13/2010;21060000;22050000;20930000;21210000
09/14/2010;21690000;21970000;20850000;21560000
09/15/2010;22550000;22800000;22100000;22100000
09/16/2010;22650000;22830000;21710000;21720000
09/17/2010;21650000;22560000;21630000;22010000
09/20/2010;22470000;22580000;21250000;21500000
09/21/2010;21540000;22590000;21420000;22350000
09/22/2010;22560000;23190000;21910000;22510000
09/23/2010;23910000;24060000;22560000;23870000
09/24/2010;22610000;22610000;21710000;21710000
09/27/2010;22580000;22750000;21970000;22540000
09/28/2010;22920000;24280000;22400000;22600000
09/29/2010;23140000;23450000;22720000;23250000
09/30/2010;22850000;24520000;22390000;23700000
10/01/2010;22900000;23670000;22460000;22500000
10/04/2010;23630000;24340000;23300000;23530000
10/05/2010;22520000;23080000;21710000;21760000
10/06/2010;21820000;22130000;21460000;21490000
10/07/2010;21310000;22160000;21280000;21560000
10/08/2010;21580000;21640000;20290000;20710000
10/11/2010;19330000;19510000;18800000;18960000
10/12/2010;20000000;20100000;18550000;18930000
10/13/2010;17920000;19160000;17900000;19070000
10/14/2010;19590000;21020000;19400000;19880000
10/15/2010;20200000;21590000;19020000;19030000
10/18/2010;20430000;20710000;18880000;19090000
10/19/2010;20700000;21350000;19330000;20630000
10/20/2010;21200000;21200000;19670000;19790000
10/21/2010;19700000;20530000;18930000;19270000
10/22/2010;19360000;19360000;18760000;18780000
10/25/2010;19220000;19880000;18860000;19850000
10/26/2010;20520000;21010000;20220000;20220000
10/27/2010;21110000;22370000;20690000;20710000
10/28/2010;20280000;21410000;20180000;20880000
10/29/2010;21200000;21400000;20860000;21200000
11/01/2010;21650000;22540000;20920000;21830000
11/02/2010;21340000;21820000;21220000;21570000
11/03/2010;21660000;22020000;19540000;19560000
11/04/2010;18030000;18800000;17970000;18520000
11/05/2010;18070000;18440000;17920000;18260000
11/08/2010;19330000;19350000;18210000;18290000
11/09/2010;18510000;19390000;17830000;19080000
11/10/2010;18940000;19960000;18410000;18470000
11/11/2010;19440000;19750000;18480000;18640000
11/12/2010;19590000;21230000;19290000;20610000
11/15/2010;20330000;20370000;19140000;20200000
11/16/2010;21260000;23070000;20950000;22580000
11/17/2010;22190000;22210000;21220000;21760000
11/18/2010;20310000;20310000;18750000;18750000
11/19/2010;19150000;19720000;17760000;18040000
11/22/2010;19450000;20140000;18350000;18370000
11/23/2010;20250000;21450000;20240000;20630000
11/24/2010;19420000;19610000;18730000;19560000
11/26/2010;21170000;22220000;20280000;22220000
11/29/2010;23150000;23840000;21380000;21530000
11/30/2010;23270000;23790000;22420000;23540000
12/01/2010;21190000;21430000;20400000;21360000
12/02/2010;21130000;21130000;19100000;19390000
12/03/2010;19260000;19280000;17710000;18010000
12/06/2010;18800000;18850000;17950000;18020000
12/07/2010;17130000;18150000;17130000;17990000
12/08/2010;17970000;18320000;17690000;17740000
12/09/2010;17320000;17840000;17240000;17250000
12/10/2010;17060000;17630000;17060000;17610000
12/13/2010;16820000;17670000;16680000;17550000
12/14/2010;17600000;17950000;17220000;17610000
12/15/2010;17990000;18140000;17370000;17940000
12/16/2010;18030000;18270000;16880000;17390000
12/17/2010;17620000;17640000;15460000;16110000
12/20/2010;16220000;16860000;15780000;16410000
12/21/2010;16200000;16620000;16080000;16490000
12/22/2010;16520000;16560000;15450000;15450000
12/23/2010;15440000;16860000;15400000;16470000
12/27/2010;18260000;18320000;17660000;17670000
12/28/2010;17300000;17990000;17300000;17520000
12/29/2010;17490000;17490000;17020000;17280000
12/30/2010;17650000;17890000;17460000;17520000
12/31/2010;17910000;18130000;17750000;17750000
01/03/2011;17940000;17950000;16910000;17610000
01/04/2011;17340000;18240000;17330000;17380000
01/05/2011;17810000;17950000;16860000;17020000
01/06/2011;16800000;17560000;16790000;17400000
01/07/2011;17310000;18070000;16570000;17140000
01/10/2011;18350000;18630000;17540000;17540000
01/11/2011;16610000;17350000;16600000;16890000
01/12/2011;16260000;16500000;16170000;16240000
01/13/2011;16510000;16780000;16140000;16390000
01/14/2011;16670000;16710000;15370000;15460000
01/18/2011;16190000;16200000;15710000;15870000
01/19/2011;15890000;17670000;15860000;17310000
01/20/2011;17810000;18850000;17650000;17990000
01/21/2011;17030000;18610000;16600000;18470000
01/24/2011;18780000;18930000;17560000;17650000
01/25/2011;18220000;18550000;17590000;17590000
01/26/2011;17000000;17420000;16590000;16640000
01/27/2011;16840000;16890000;15810000;16150000
01/28/2011;15940000;20080000;15920000;20040000
01/31/2011;19610000;19960000;17100000;19530000
02/01/2011;18590000;18630000;17400000;17630000
02/02/2011;17820000;17840000;17280000;17300000
02/03/2011;17530000;17800000;16610000;16690000
02/04/2011;16640000;16740000;15890000;15930000
02/07/2011;16140000;16540000;15840000;16280000
02/08/2011;16290000;16600000;14860000;15810000
02/09/2011;16270000;16520000;15860000;15870000
02/10/2011;16740000;17070000;16000000;16090000
02/11/2011;16530000;16530000;15550000;15690000
02/14/2011;16070000;16260000;15220000;15950000
02/15/2011;16300000;16750000;16270000;16370000
02/16/2011;16310000;16740000;15840000;16720000
02/17/2011;17010000;17300000;15880000;16590000
02/18/2011;16590000;16910000;15540000;16430000
02/22/2011;19460000;21450000;18380000;20800000
02/23/2011;20840000;23220000;20300000;22130000
02/24/2011;22280000;22710000;20810000;21320000
02/25/2011;20410000;20440000;18880000;19220000
02/28/2011;19120000;19270000;18140000;18350000
03/01/2011;17630000;21010000;17630000;21010000
03/02/2011;20730000;21140000;19620000;20700000
03/03/2011;19270000;19270000;18250000;18600000
03/04/2011;18560000;20330000;18310000;19060000
03/07/2011;19370000;21770000;18950000;20660000
03/08/2011;20580000;21060000;19150000;19820000
03/09/2011;20050000;20960000;19410000;20220000
03/10/2011;21370000;22250000;20340000;21880000
03/11/2011;21720000;21750000;19970000;20080000
03/14/2011;21790000;22740000;20920000;21130000
03/15/2011;25660000;25720000;23310000;24320000
03/16/2011;24650000;31280000;24040000;29400000
03/17/2011;26940000;27540000;25440000;26370000
03/18/2011;23900000;24850000;23090000;24440000
03/21/2011;22100000;22160000;20220000;20610000
03/22/2011;20530000;20590000;19970000;20210000
03/23/2011;20590000;21050000;18190000;19170000
03/24/2011;18450000;18990000;17870000;18000000
03/25/2011;17870000;18080000;17070000;17910000
03/28/2011;18310000;19440000;17960000;19440000
03/29/2011;19170000;19780000;18000000;18160000
03/30/2011;17820000;17890000;17250000;17710000
03/31/2011;17900000;17950000;17410000;17740000
04/01/2011;16680000;17620000;16440000;17400000
04/04/2011;17630000;17850000;17390000;17500000
04/05/2011;17870000;17870000;16500000;17250000
04/06/2011;16750000;17150000;16500000;16900000
04/07/2011;16920000;17770000;16490000;17110000
04/08/2011;16510000;18330000;16510000;17870000
04/11/2011;16740000;17050000;16220000;16590000
04/12/2011;17580000;18460000;16880000;17090000
04/13/2011;16330000;17380000;16200000;16920000
04/14/2011;17770000;18080000;16080000;16270000
04/15/2011;15970000;15980000;14920000;15320000
04/18/2011;18300000;19070000;16810000;16960000
04/19/2011;16620000;16720000;15690000;15830000
04/20/2011;14310000;15390000;14300000;15070000
04/21/2011;14710000;15230000;14400000;14690000
04/25/2011;15640000;16060000;15500000;15770000
04/26/2011;15360000;15660000;15070000;15620000
04/27/2011;15370000;16420000;15130000;15350000
04/28/2011;15540000;15540000;14270000;14620000
04/29/2011;14560000;14990000;14490000;14750000
05/02/2011;15070000;16130000;15070000;15990000
05/03/2011;16350000;17290000;16130000;16700000
05/04/2011;16840000;17720000;16830000;17080000
05/05/2011;17680000;19110000;16740000;18200000
05/06/2011;17170000;19290000;16120000;18400000
05/09/2011;18590000;18590000;17040000;17160000
05/10/2011;16840000;16900000;15790000;15910000
05/11/2011;16270000;17490000;16230000;16950000
05/12/2011;17270000;17890000;16030000;16030000
05/13/2011;16020000;17560000;15980000;17070000
05/16/2011;17860000;18250000;16610000;18240000
05/17/2011;18540000;19090000;17470000;17550000
05/18/2011;17560000;17680000;16030000;16230000
05/19/2011;15900000;16560000;15500000;15520000
05/20/2011;15880000;17430000;15700000;17430000
05/23/2011;20030000;20030000;17470000;18270000
05/24/2011;18070000;18190000;17000000;17820000
05/25/2011;18260000;18260000;16700000;17070000
05/26/2011;17170000;17460000;15900000;16090000
05/27/2011;16110000;16270000;15360000;15980000
05/31/2011;15850000;16500000;15150000;15450000
06/01/2011;15950000;18480000;15950000;18300000
06/02/2011;17920000;18720000;17390000;18090000
06/03/2011;18230000;19870000;17120000;17950000
06/06/2011;18420000;18650000;17650000;18490000
06/07/2011;18130000;18480000;17390000;18070000
06/08/2011;18150000;18830000;17720000;18790000
06/09/2011;18200000;18310000;17260000;17770000
06/10/2011;17930000;19160000;17930000;18860000
06/13/2011;19100000;20020000;18410000;19610000
06/14/2011;18560000;18560000;17800000;18260000
06/15/2011;19310000;21660000;19030000;21320000
06/16/2011;21370000;24650000;20810000;22730000
06/17/2011;21560000;22390000;20350000;21850000
06/20/2011;22990000;23080000;19990000;19990000
06/21/2011;19460000;19460000;17720000;18860000
06/22/2011;18860000;18900000;17720000;18520000
06/23/2011;20230000;21500000;19220000;19290000
06/24/2011;19200000;21280000;19100000;21100000
06/27/2011;21600000;21820000;20270000;20560000
06/28/2011;20300000;20450000;19170000;19170000
06/29/2011;18620000;18830000;16320000;17270000
06/30/2011;16670000;16770000;15880000;16520000
07/01/2011;16060000;16290000;15120000;15870000
07/05/2011;16320000;16500000;15890000;16060000
07/06/2011;16460000;17080000;16320000;16340000
07/07/2011;15300000;16130000;15300000;15950000
07/08/2011;17140000;17140000;15950000;15950000
07/11/2011;17440000;19060000;17160000;18390000
07/12/2011;19550000;20130000;18250000;19870000
07/13/2011;19080000;20160000;18090000;19910000
07/14/2011;20080000;21580000;19350000;20800000
07/15/2011;20250000;21680000;19520000;19530000
07/18/2011;21250000;21930000;20900000;20950000
07/19/2011;20140000;20430000;19120000;19210000
07/20/2011;18810000;19650000;18610000;19090000
07/21/2011;18610000;18630000;17150000;17560000
07/22/2011;17220000;17950000;17140000;17520000
07/25/2011;19260000;19500000;18730000;19350000
07/26/2011;19750000;20500000;19560000;20230000
07/27/2011;20870000;23200000;20870000;22980000
07/28/2011;22830000;23990000;21200000;23740000
07/29/2011;25280000;25940000;23650000;25250000
08/01/2011;22630000;25630000;22460000;23660000
08/02/2011;24220000;24790000;22650000;24790000
08/03/2011;23580000;25230000;22760000;23380000
08/04/2011;24570000;32070000;24310000;31660000
08/05/2011;28480000;39250000;27540000;32000000
08/08/2011;36900000;48000000;35290000;48000000
08/09/2011;42120000;47560000;34280000;35060000
08/10/2011;39330000;44410000;37340000;42990000
08/11/2011;41940000;42880000;37500000;39000000
08/12/2011;37080000;37850000;34010000;36360000
08/15/2011;34730000;34830000;31470000;31870000
08/16/2011;33360000;34490000;31680000;32850000
08/17/2011;32090000;33320000;30810000;31580000
08/18/2011;36770000;45280000;36690000;42670000
08/19/2011;45340000;45400000;39990000;43050000
08/22/2011;38800000;43580000;38780000;42440000
08/23/2011;41890000;42540000;35830000;36270000
08/24/2011;37120000;37380000;34550000;35900000
08/25/2011;34430000;40140000;34050000;39760000
08/26/2011;41180000;43840000;34330000;35590000
08/29/2011;33810000;33810000;32210000;32280000
08/30/2011;32970000;33550000;31550000;32890000
08/31/2011;31200000;32530000;30160000;31620000
09/01/2011;31910000;32380000;30760000;31820000
09/02/2011;34290000;34740000;32700000;33920000
09/06/2011;39840000;39860000;37000000;37000000
09/07/2011;34240000;34700000;33380000;33380000
09/08/2011;34410000;34710000;32790000;34320000
09/09/2011;35530000;40740000;35530000;38520000
09/12/2011;42560000;43180000;38580000;38590000
09/13/2011;38680000;39430000;36690000;36910000
09/14/2011;36590000;37760000;33400000;34600000
09/15/2011;33430000;33980000;31750000;31970000
