DATE;OPEN;HIGH;LOW;CLOSE
08/03/2000;20290000;20380000;19660000;19990000
08/04/2000;18750000;18970000;18530000;18620000
08/07/2000;19310000;19360000;18910000;19030000
08/08/2000;18890000;19070000;18750000;18790000
08/09/2000;18780000;19280000;18740000;19180000
08/10/2000;18970000;19190000;18830000;19190000
08/11/2000;19260000;19360000;18340000;18550000
08/14/2000;18980000;18990000;17840000;17880000
08/15/2000;17970000;18270000;17860000;17980000
08/16/2000;17810000;18120000;17690000;18020000
08/17/2000;18000000;18060000;17390000;17480000
08/18/2000;17170000;17510000;16990000;17050000
08/21/2000;17710000;17710000;17260000;17350000
08/22/2000;17830000;17830000;17270000;17470000
08/23/2000;17590000;17740000;17340000;17380000
08/24/2000;17420000;17590000;16950000;17040000
08/25/2000;16960000;17060000;16490000;16530000
08/28/2000;17110000;17110000;16280000;16540000
08/29/2000;16840000;17100000;16680000;16890000
08/30/2000;17130000;17960000;17110000;17690000
08/31/2000;17440000;17450000;16640000;16840000
09/01/2000;16810000;17770000;16470000;17530000
09/05/2000;19180000;20060000;19160000;19820000
09/06/2000;19700000;20920000;19700000;20790000
09/07/2000;20470000;20510000;19340000;19420000
09/08/2000;18810000;19070000;18460000;18460000
09/11/2000;19030000;19100000;18310000;18400000
09/12/2000;18330000;19040000;18150000;18590000
09/13/2000;18760000;18760000;18160000;18320000
09/14/2000;18240000;18510000;17960000;18260000
09/15/2000;18090000;18720000;18010000;18520000
09/18/2000;18880000;20350000;18780000;20250000
09/19/2000;20220000;20250000;19540000;19540000
09/20/2000;19990000;21180000;19920000;19930000
09/21/2000;20170000;20710000;20010000;20180000
09/22/2000;22090000;22660000;20740000;20740000
09/25/2000;20850000;21660000;20660000;21410000
09/26/2000;21500000;22090000;21100000;21880000
09/27/2000;21710000;22100000;21390000;21670000
09/28/2000;21280000;21310000;19400000;19470000
09/29/2000;19880000;20570000;19800000;20570000
10/02/2000;20980000;21560000;20800000;21230000
10/03/2000;20990000;21850000;20410000;21850000
10/04/2000;22180000;22660000;21210000;21540000
10/05/2000;21020000;21300000;20650000;21030000
10/06/2000;20530000;23350000;20430000;22710000
10/09/2000;23920000;24670000;23630000;24020000
10/10/2000;23770000;25020000;23720000;24860000
10/11/2000;26230000;28370000;26090000;26570000
10/12/2000;27210000;30550000;26950000;30510000
10/13/2000;29340000;29420000;27500000;27600000
10/16/2000;27330000;27650000;26590000;26790000
10/17/2000;26190000;28290000;26190000;27840000
10/18/2000;30700000;30800000;28170000;28720000
10/19/2000;26800000;27020000;24850000;25090000
10/20/2000;24630000;24630000;23020000;24240000
10/23/2000;24580000;25130000;24270000;24690000
10/24/2000;24140000;24810000;23600000;24280000
10/25/2000;25580000;26780000;25010000;26650000
10/26/2000;26640000;30080000;26430000;28620000
10/27/2000;27420000;28050000;26470000;26470000
10/30/2000;26230000;26480000;25070000;25460000
10/31/2000;24770000;24870000;23370000;23630000
11/01/2000;24070000;24860000;23910000;24280000
11/02/2000;23710000;24240000;23640000;23920000
11/03/2000;24050000;24060000;23510000;23670000
11/06/2000;24530000;24750000;24130000;24520000
11/07/2000;25120000;25410000;24730000;24910000
11/08/2000;24870000;25740000;24870000;25660000
11/09/2000;26790000;28460000;26180000;27200000
11/10/2000;28070000;28810000;28000000;28530000
11/13/2000;29130000;30570000;28740000;29060000
11/14/2000;27930000;27930000;26380000;26810000
11/15/2000;27240000;27250000;25850000;26150000
11/16/2000;25820000;25820000;24670000;25050000
11/17/2000;25500000;25880000;24470000;24810000
11/20/2000;26490000;27600000;26370000;27430000
11/21/2000;27430000;27640000;26520000;26620000
11/22/2000;26910000;27830000;26870000;27710000
11/24/2000;27320000;27320000;25990000;26000000
11/27/2000;26120000;26980000;26120000;26930000
11/28/2000;26990000;27840000;26780000;27640000
11/29/2000;27880000;28220000;27300000;27490000
11/30/2000;28640000;31110000;28430000;29650000
12/01/2000;28310000;28390000;27080000;27480000
12/04/2000;28550000;28740000;27650000;27780000
12/05/2000;27280000;27310000;24970000;24990000
12/06/2000;24320000;25210000;23890000;25070000
12/07/2000;25460000;25550000;24910000;25340000
